property_id,deal_type,user_type,district,type_name,size_sqm,status,rooms,floor,year_built,renovation_status,estimated_saleprice,estimated_rentprice
108,Sale,Buyer,Kanaker-Zeytun,House,32.1,Available,2,1,1990,Newly Renovated,77554.38,310.22
110,Rent,Buyer,Arabkir,House,132.3,Available,5,7,1967,Not Renovated,203967.92,815.87
111,Rent,Agent,Nor Nork,House,90.8,Available,4,11,1974,Partially Renovated,150883.14,603.53
112,Rent,Agent,Shengavit,House,177.7,Available,4,9,1983,Newly Renovated,415390.68,1661.56
113,Rent,Agent,Kanaker-Zeytun,House,48.3,Available,2,6,1971,Not Renovated,78630.98,314.52
114,Sale,Buyer,Kanaker-Zeytun,House,69.0,Available,4,2,1996,Not Renovated,154582.53,618.33
117,Sale,Owner,Nor Nork,House,159.3,Available,6,2,1988,Not Renovated,331940.25,1327.76
119,Sale,Agent,Ajapnyak,House,194.3,Available,5,9,2017,Partially Renovated,339064.85,1356.26
120,Rent,Owner,Erebuni,House,96.4,Available,5,2,1997,Newly Renovated,254942.18,1019.77
121,Rent,Owner,Shengavit,House,145.9,Available,1,6,1988,Not Renovated,189473.78,757.9
123,Rent,Owner,Arabkir,House,122.7,Available,1,4,2022,Newly Renovated,246954.24,987.82
124,Sale,Agent,Malatia-Sebastia,House,113.0,Available,4,3,1984,Not Renovated,201806.83,807.23
131,Rent,Agent,Erebuni,House,31.4,Available,3,7,2008,Partially Renovated,44989.06,179.96
133,Sale,Buyer,Shengavit,House,100.6,Available,3,9,1975,Not Renovated,241935.68,967.74
135,Sale,Owner,Nor Nork,House,162.6,Available,2,3,2023,Not Renovated,355031.9,1420.13
137,Sale,Buyer,Davtashen,House,38.9,Available,5,5,2012,Newly Renovated,118730.7,474.92
138,Rent,Buyer,Malatia-Sebastia,House,159.7,Available,1,8,2008,Not Renovated,277902.57,1111.61
139,Sale,Owner,Arabkir,House,42.1,Available,6,12,2005,Not Renovated,66886.03,267.54
142,Rent,Buyer,Nubarashen,House,111.3,Available,1,12,1965,Newly Renovated,162087.94,648.35
143,Rent,Owner,Davtashen,House,49.8,Available,1,10,2010,Partially Renovated,79209.36,316.84
148,Rent,Buyer,Kentron,House,83.6,Available,5,5,2012,Not Renovated,195935.43,783.74
149,Rent,Buyer,Erebuni,House,68.7,Available,4,6,1990,Not Renovated,109491.2,437.96
151,Rent,Buyer,Davtashen,House,108.9,Available,3,6,1994,Newly Renovated,202561.52,810.25
152,Rent,Buyer,Nor Nork,House,137.0,Available,1,8,2003,Partially Renovated,275436.12,1101.74
155,Sale,Agent,Davtashen,House,144.1,Available,6,8,1997,Newly Renovated,348098.44,1392.39
157,Sale,Buyer,Kentron,House,183.6,Available,2,10,1979,Newly Renovated,323725.02,1294.9
158,Sale,Owner,Avan,House,116.2,Available,4,11,2012,Newly Renovated,220355.16,881.42
160,Rent,Agent,Davtashen,House,161.1,Available,1,3,2015,Not Renovated,268250.65,1073.0
164,Rent,Buyer,Nubarashen,House,47.2,Available,2,6,2010,Partially Renovated,73339.67,293.36
167,Sale,Owner,Arabkir,House,69.8,Available,5,5,1989,Partially Renovated,121597.95,486.39
168,Sale,Owner,Arabkir,House,76.3,Available,6,3,1980,Not Renovated,112821.67,451.29
169,Rent,Buyer,Nor Nork,House,43.1,Available,2,11,2012,Not Renovated,68692.27,274.77
173,Sale,Owner,Davtashen,House,89.2,Available,1,10,1990,Newly Renovated,223260.81,893.04
174,Sale,Buyer,Avan,House,26.1,Available,3,4,1996,Newly Renovated,42927.1,171.71
176,Rent,Agent,Nor Nork,House,106.2,Available,3,5,1978,Newly Renovated,243184.35,972.74
179,Rent,Agent,Nork-Marash,House,194.3,Available,1,11,1999,Partially Renovated,287031.38,1148.13
180,Sale,Owner,Nor Nork,House,44.0,Available,3,4,1989,Partially Renovated,87348.45,349.39
181,Rent,Owner,Erebuni,House,87.1,Available,5,3,2003,Partially Renovated,218428.76,873.72
186,Rent,Owner,Erebuni,House,156.8,Available,2,9,1971,Partially Renovated,420408.62,1681.63
189,Sale,Owner,Kanaker-Zeytun,House,154.5,Available,3,4,2019,Not Renovated,288531.91,1154.13
190,Sale,Agent,Kentron,House,32.1,Available,3,1,1972,Partially Renovated,37673.78,150.7
191,Rent,Agent,Erebuni,House,45.2,Available,4,4,1992,Partially Renovated,100481.98,401.93
192,Sale,Buyer,Erebuni,House,116.7,Available,5,7,1976,Partially Renovated,295311.45,1181.25
195,Sale,Buyer,Avan,House,47.5,Available,4,11,1968,Not Renovated,66266.64,265.07
196,Sale,Owner,Davtashen,House,159.7,Available,6,12,2005,Partially Renovated,391043.75,1564.17
200,Rent,Owner,Kanaker-Zeytun,House,90.4,Available,5,12,1975,Newly Renovated,199433.2,797.73
201,Rent,Buyer,Erebuni,House,172.0,Available,1,11,1996,Partially Renovated,203601.06,814.4
205,Sale,Buyer,Davtashen,House,102.3,Available,3,4,1974,Newly Renovated,209808.0,839.23
206,Sale,Owner,Arabkir,House,192.4,Available,1,10,2021,Partially Renovated,424537.86,1698.15
208,Rent,Buyer,Nor Nork,House,98.4,Available,4,2,1989,Not Renovated,231886.11,927.54
211,Rent,Buyer,Nubarashen,House,195.2,Available,6,11,1980,Newly Renovated,356970.1,1427.88
213,Rent,Buyer,Nor Nork,House,161.3,Available,2,9,1974,Partially Renovated,278331.29,1113.33
214,Sale,Agent,Davtashen,House,183.0,Available,6,8,2006,Partially Renovated,245840.73,983.36
215,Sale,Owner,Shengavit,House,129.8,Available,4,8,1983,Newly Renovated,270685.56,1082.74
216,Rent,Agent,Shengavit,House,42.2,Available,1,5,1971,Partially Renovated,69157.1,276.63
218,Rent,Agent,Kanaker-Zeytun,House,136.8,Available,3,1,1983,Newly Renovated,205166.9,820.67
219,Sale,Owner,Davtashen,House,50.4,Available,6,12,1996,Newly Renovated,86705.4,346.82
222,Rent,Owner,Nor Nork,House,129.7,Available,4,6,1966,Partially Renovated,248886.16,995.54
224,Sale,Owner,Davtashen,House,45.4,Available,1,3,2014,Partially Renovated,59762.88,239.05
225,Rent,Agent,Kanaker-Zeytun,House,108.0,Available,5,8,2007,Newly Renovated,239025.91,956.1
228,Rent,Agent,Shengavit,House,182.1,Available,6,9,2000,Not Renovated,392610.82,1570.44
229,Sale,Owner,Ajapnyak,House,105.8,Available,5,3,1999,Partially Renovated,216687.82,866.75
231,Rent,Agent,Malatia-Sebastia,House,129.4,Available,3,7,2002,Not Renovated,172915.59,691.66
232,Sale,Agent,Arabkir,House,172.3,Available,1,6,2000,Partially Renovated,391721.21,1566.88
238,Sale,Owner,Avan,House,67.1,Available,6,10,1999,Not Renovated,119954.09,479.82
239,Sale,Agent,Nor Nork,House,162.7,Available,3,9,2014,Not Renovated,218011.62,872.05
243,Sale,Buyer,Kanaker-Zeytun,House,185.0,Available,3,10,2005,Not Renovated,379828.57,1519.31
246,Rent,Agent,Shengavit,House,95.6,Available,6,8,1997,Not Renovated,184505.11,738.02
247,Rent,Agent,Nor Nork,House,133.5,Available,4,6,1974,Not Renovated,235678.98,942.72
248,Rent,Buyer,Davtashen,House,26.3,Available,3,2,2003,Not Renovated,56286.93,225.15
249,Rent,Agent,Arabkir,House,95.7,Available,5,5,1968,Newly Renovated,255617.28,1022.47
250,Sale,Owner,Kanaker-Zeytun,House,145.5,Available,5,6,2023,Newly Renovated,249879.8,999.52
251,Sale,Owner,Kentron,House,48.8,Available,2,3,2020,Partially Renovated,90469.98,361.88
252,Sale,Buyer,Avan,House,25.4,Available,4,11,1971,Not Renovated,59157.72,236.63
255,Rent,Agent,Kentron,House,34.2,Available,6,10,2012,Newly Renovated,104272.36,417.09
256,Rent,Owner,Davtashen,House,58.6,Available,1,1,2013,Not Renovated,74206.89,296.83
261,Rent,Owner,Kanaker-Zeytun,House,129.2,Available,2,10,1982,Newly Renovated,195601.84,782.41
262,Rent,Buyer,Avan,House,103.9,Available,5,9,1973,Newly Renovated,245213.72,980.85
266,Sale,Owner,Kanaker-Zeytun,House,181.6,Available,5,3,2006,Not Renovated,302849.1,1211.4
267,Sale,Owner,Kanaker-Zeytun,House,152.7,Available,5,12,1975,Not Renovated,202963.93,811.86
269,Sale,Agent,Nor Nork,House,31.9,Available,5,2,1979,Newly Renovated,63536.9,254.15
271,Rent,Owner,Ajapnyak,House,92.7,Available,6,7,1988,Newly Renovated,210985.16,843.94
272,Rent,Owner,Shengavit,House,142.0,Available,4,10,2003,Partially Renovated,231670.59,926.68
274,Rent,Agent,Shengavit,House,130.7,Available,3,6,1973,Partially Renovated,205609.24,822.44
275,Rent,Agent,Kanaker-Zeytun,House,129.6,Available,3,1,1978,Not Renovated,239600.05,958.4
277,Sale,Owner,Nork-Marash,House,189.8,Available,3,7,2013,Not Renovated,292693.42,1170.77
278,Rent,Buyer,Nubarashen,House,26.1,Available,2,11,1972,Partially Renovated,62372.85,249.49
279,Rent,Owner,Arabkir,House,91.3,Available,2,3,2019,Newly Renovated,132136.18,528.54
281,Rent,Agent,Erebuni,House,185.3,Available,4,3,2014,Newly Renovated,310889.38,1243.56
282,Rent,Agent,Shengavit,House,29.2,Available,5,5,1994,Newly Renovated,51348.02,205.39
283,Rent,Owner,Davtashen,House,59.2,Available,2,12,1985,Partially Renovated,133480.92,533.92
290,Rent,Buyer,Arabkir,House,150.9,Available,5,10,1998,Newly Renovated,303948.96,1215.8
291,Rent,Owner,Kanaker-Zeytun,House,138.6,Available,4,7,1969,Partially Renovated,211378.61,845.51
293,Sale,Owner,Ajapnyak,House,110.7,Available,3,12,1988,Newly Renovated,195438.54,781.75
294,Sale,Owner,Malatia-Sebastia,House,101.1,Available,3,10,2023,Newly Renovated,277639.86,1110.56
299,Rent,Owner,Davtashen,House,28.4,Available,4,3,1980,Partially Renovated,71060.43,284.24
300,Rent,Agent,Shengavit,House,65.4,Available,5,1,1967,Partially Renovated,128598.95,514.4
302,Sale,Agent,Avan,House,128.2,Available,6,10,1991,Partially Renovated,281738.77,1126.96
309,Rent,Owner,Arabkir,House,72.7,Available,3,8,2011,Newly Renovated,139263.5,557.05
313,Rent,Owner,Kentron,House,68.5,Available,1,9,2011,Partially Renovated,140799.22,563.2
314,Sale,Owner,Kentron,House,198.0,Available,3,1,2001,Not Renovated,332529.09,1330.12
315,Sale,Owner,Kentron,House,111.4,Available,6,10,2003,Newly Renovated,172571.92,690.29
316,Sale,Buyer,Kanaker-Zeytun,House,80.9,Available,2,5,2019,Not Renovated,106765.58,427.06
317,Rent,Owner,Avan,House,89.2,Available,1,4,1984,Partially Renovated,182653.8,730.62
318,Sale,Owner,Erebuni,House,49.1,Available,4,11,2011,Not Renovated,84315.06,337.26
319,Sale,Owner,Kanaker-Zeytun,House,183.9,Available,6,4,1995,Newly Renovated,380579.36,1522.32
321,Sale,Agent,Davtashen,House,71.3,Available,2,9,2023,Partially Renovated,168478.5,673.91
323,Rent,Owner,Arabkir,House,124.2,Available,4,12,1981,Partially Renovated,272261.16,1089.04
325,Rent,Owner,Erebuni,House,90.0,Available,6,9,2000,Newly Renovated,186572.12,746.29
328,Sale,Buyer,Arabkir,House,195.2,Available,4,5,1976,Partially Renovated,385888.92,1543.56
331,Rent,Owner,Ajapnyak,House,121.5,Available,5,4,2015,Newly Renovated,223917.67,895.67
332,Sale,Agent,Arabkir,House,37.3,Available,4,3,1986,Partially Renovated,101736.46,406.95
334,Sale,Agent,Ajapnyak,House,142.8,Available,3,8,1977,Not Renovated,292256.31,1169.03
335,Sale,Buyer,Kanaker-Zeytun,House,49.9,Available,2,8,2002,Partially Renovated,69974.53,279.9
336,Sale,Buyer,Erebuni,House,129.4,Available,6,5,1977,Newly Renovated,212545.95,850.18
339,Rent,Agent,Erebuni,House,161.1,Available,1,1,2006,Not Renovated,256029.95,1024.12
340,Rent,Owner,Davtashen,House,100.7,Available,4,6,2015,Partially Renovated,170137.87,680.55
343,Rent,Owner,Nor Nork,House,117.7,Available,4,10,1979,Partially Renovated,162592.15,650.37
345,Sale,Agent,Arabkir,House,86.4,Available,4,12,1992,Not Renovated,191738.93,766.96
348,Rent,Owner,Kanaker-Zeytun,House,39.5,Available,1,11,2016,Newly Renovated,104498.89,418.0
349,Rent,Buyer,Erebuni,House,191.5,Available,3,7,2007,Partially Renovated,198232.48,792.93
350,Sale,Owner,Davtashen,House,152.7,Available,1,3,1989,Partially Renovated,261593.23,1046.37
353,Sale,Buyer,Erebuni,House,147.8,Available,4,8,2014,Partially Renovated,210789.13,843.16
355,Sale,Agent,Malatia-Sebastia,House,77.9,Available,2,6,1970,Not Renovated,134224.64,536.9
356,Rent,Owner,Malatia-Sebastia,House,116.0,Available,2,8,1978,Partially Renovated,189612.49,758.45
357,Rent,Agent,Avan,House,108.5,Available,3,12,1987,Newly Renovated,231026.36,924.11
358,Sale,Owner,Malatia-Sebastia,House,174.6,Available,4,2,1993,Newly Renovated,527165.83,2108.66
359,Rent,Buyer,Davtashen,House,75.2,Available,1,5,2017,Partially Renovated,108784.95,435.14
360,Rent,Owner,Avan,House,127.7,Available,4,12,2007,Newly Renovated,296924.08,1187.7
365,Rent,Owner,Shengavit,House,88.2,Available,5,2,2020,Not Renovated,182348.87,729.4
366,Sale,Buyer,Arabkir,House,142.3,Available,2,7,2002,Not Renovated,175736.65,702.95
367,Rent,Agent,Avan,House,147.7,Available,5,6,2010,Newly Renovated,289847.96,1159.39
369,Rent,Agent,Nor Nork,House,74.0,Available,5,11,1973,Partially Renovated,156013.92,624.06
370,Rent,Buyer,Kanaker-Zeytun,House,152.7,Available,1,1,1993,Newly Renovated,185648.99,742.6
375,Rent,Owner,Shengavit,House,68.1,Available,1,1,1972,Partially Renovated,104651.1,418.6
378,Rent,Agent,Erebuni,House,119.8,Available,2,9,2001,Not Renovated,181888.17,727.55
379,Rent,Agent,Nor Nork,House,96.0,Available,6,5,2003,Partially Renovated,192362.9,769.45
381,Sale,Owner,Shengavit,House,180.5,Available,6,9,2000,Partially Renovated,343807.57,1375.23
382,Sale,Buyer,Avan,House,174.5,Available,3,7,1992,Not Renovated,500014.76,2000.06
384,Rent,Owner,Davtashen,House,59.8,Available,5,8,1999,Not Renovated,149482.53,597.93
387,Rent,Agent,Kanaker-Zeytun,House,104.2,Available,5,4,1976,Not Renovated,132851.49,531.41
390,Rent,Agent,Arabkir,House,161.3,Available,6,11,1997,Not Renovated,302501.84,1210.01
391,Sale,Agent,Avan,House,41.1,Available,4,3,2009,Partially Renovated,60394.06,241.58
394,Rent,Buyer,Shengavit,House,162.5,Available,4,7,1987,Partially Renovated,306152.0,1224.61
396,Rent,Buyer,Kentron,House,38.6,Available,1,3,2008,Not Renovated,79269.77,317.08
398,Sale,Agent,Nubarashen,House,153.4,Available,4,11,2022,Partially Renovated,362879.87,1451.52
401,Sale,Buyer,Davtashen,House,35.0,Available,4,6,2008,Newly Renovated,106573.26,426.29
403,Rent,Owner,Nork-Marash,House,181.4,Available,2,9,2002,Not Renovated,318810.22,1275.24
405,Sale,Owner,Erebuni,House,130.4,Available,6,9,2020,Newly Renovated,338643.05,1354.57
407,Rent,Buyer,Erebuni,House,112.8,Available,3,2,2012,Not Renovated,234227.62,936.91
410,Rent,Owner,Erebuni,House,117.4,Available,3,2,2010,Partially Renovated,239116.3,956.47
413,Sale,Agent,Shengavit,House,149.5,Available,6,12,1999,Partially Renovated,279532.78,1118.13
414,Sale,Owner,Erebuni,House,100.8,Available,3,1,2016,Partially Renovated,163672.93,654.69
415,Sale,Buyer,Erebuni,House,108.2,Available,1,10,1966,Not Renovated,119160.77,476.64
418,Rent,Buyer,Shengavit,House,151.8,Available,5,7,2021,Newly Renovated,481354.29,1925.42
421,Sale,Buyer,Nork-Marash,House,42.4,Available,3,7,2020,Partially Renovated,104525.41,418.1
423,Rent,Agent,Kentron,House,155.5,Available,3,6,2009,Partially Renovated,277644.3,1110.58
424,Rent,Agent,Kanaker-Zeytun,House,85.9,Available,2,7,1976,Partially Renovated,178577.83,714.31
425,Sale,Buyer,Avan,House,40.2,Available,1,8,1994,Not Renovated,63680.63,254.72
426,Sale,Owner,Davtashen,House,91.5,Available,6,2,1974,Partially Renovated,152426.98,609.71
430,Rent,Agent,Erebuni,House,70.7,Available,3,6,2000,Not Renovated,130185.23,520.74
433,Rent,Owner,Nor Nork,House,52.6,Available,4,5,2015,Not Renovated,68016.37,272.07
434,Sale,Agent,Arabkir,House,27.2,Available,4,11,1971,Partially Renovated,45791.54,183.17
435,Rent,Buyer,Davtashen,House,147.7,Available,3,9,1975,Not Renovated,313238.9,1252.96
438,Rent,Buyer,Nubarashen,House,28.4,Available,3,8,1965,Partially Renovated,55997.5,223.99
439,Rent,Buyer,Arabkir,House,48.6,Available,4,8,1972,Newly Renovated,81079.96,324.32
441,Rent,Owner,Kanaker-Zeytun,House,95.1,Available,1,11,1967,Partially Renovated,126316.82,505.27
442,Rent,Owner,Nor Nork,House,178.2,Available,2,8,1980,Not Renovated,190596.6,762.39
443,Rent,Buyer,Kanaker-Zeytun,House,169.8,Available,2,5,1983,Partially Renovated,291531.13,1166.12
444,Sale,Owner,Nubarashen,House,115.7,Available,3,9,2018,Newly Renovated,265522.73,1062.09
446,Sale,Owner,Nor Nork,House,97.4,Available,2,2,2010,Not Renovated,206529.75,826.12
449,Sale,Owner,Erebuni,House,119.4,Available,4,9,1980,Partially Renovated,211967.63,847.87
451,Sale,Agent,Kanaker-Zeytun,House,83.1,Available,1,9,2000,Partially Renovated,110842.08,443.37
452,Rent,Owner,Kanaker-Zeytun,House,93.8,Available,2,7,2003,Newly Renovated,151273.98,605.1
453,Rent,Agent,Avan,House,173.9,Available,4,4,1986,Not Renovated,192999.61,772.0
456,Rent,Agent,Erebuni,House,36.5,Available,5,4,2001,Partially Renovated,61466.65,245.87
457,Rent,Buyer,Avan,House,154.9,Available,3,8,2010,Partially Renovated,183459.03,733.84
458,Rent,Owner,Avan,House,49.3,Available,1,1,2006,Partially Renovated,78040.68,312.16
459,Rent,Agent,Avan,House,117.1,Available,4,4,2015,Not Renovated,183664.08,734.66
461,Rent,Agent,Erebuni,House,156.9,Available,2,4,1991,Not Renovated,235617.04,942.47
465,Sale,Agent,Kentron,House,51.0,Available,5,8,2006,Partially Renovated,93780.78,375.12
466,Sale,Owner,Ajapnyak,House,31.4,Available,6,11,1967,Partially Renovated,52548.72,210.19
467,Rent,Buyer,Nor Nork,House,196.2,Available,2,6,2008,Not Renovated,440477.84,1761.91
469,Sale,Owner,Kanaker-Zeytun,House,35.8,Available,2,8,1967,Partially Renovated,78631.75,314.53
470,Sale,Owner,Kentron,House,47.2,Available,4,9,1974,Not Renovated,89530.4,358.12
471,Rent,Agent,Davtashen,House,146.7,Available,6,10,1987,Not Renovated,352977.58,1411.91
475,Rent,Agent,Avan,House,71.7,Available,3,3,1995,Not Renovated,118366.49,473.47
476,Rent,Buyer,Nor Nork,House,186.7,Available,2,4,1971,Partially Renovated,335390.45,1341.56
478,Rent,Agent,Arabkir,House,172.3,Available,6,11,2022,Newly Renovated,440109.93,1760.44
479,Rent,Buyer,Shengavit,House,39.3,Available,6,1,2019,Not Renovated,80302.97,321.21
482,Rent,Buyer,Avan,House,119.7,Available,1,2,1980,Not Renovated,140728.17,562.91
484,Sale,Buyer,Avan,House,159.2,Available,6,1,2004,Not Renovated,196474.55,785.9
485,Sale,Buyer,Davtashen,House,44.3,Available,4,1,1970,Partially Renovated,69860.85,279.44
487,Rent,Buyer,Davtashen,House,125.8,Available,3,5,1979,Newly Renovated,201707.16,806.83
490,Rent,Owner,Avan,House,165.0,Available,3,2,1967,Partially Renovated,220110.3,880.44
491,Sale,Agent,Avan,House,185.8,Available,6,11,2012,Partially Renovated,220187.74,880.75
492,Sale,Owner,Arabkir,House,30.2,Available,4,1,2007,Newly Renovated,82243.85,328.98
493,Sale,Agent,Davtashen,House,181.0,Available,4,12,1967,Newly Renovated,320274.32,1281.1
495,Rent,Buyer,Avan,House,47.9,Available,6,3,2002,Newly Renovated,70139.52,280.56
499,Rent,Buyer,Avan,House,176.1,Available,2,5,2003,Not Renovated,198026.07,792.1
500,Rent,Owner,Erebuni,House,79.5,Available,5,3,1987,Partially Renovated,206215.99,824.86
506,Sale,Agent,Kanaker-Zeytun,House,133.3,Available,5,9,1984,Newly Renovated,343208.36,1372.83
507,Rent,Agent,Davtashen,House,121.6,Available,2,5,1970,Newly Renovated,232152.53,928.61
510,Rent,Buyer,Avan,House,103.1,Available,3,11,2006,Partially Renovated,160611.17,642.44
511,Sale,Owner,Arabkir,House,194.4,Available,2,4,1968,Partially Renovated,248173.65,992.69
513,Sale,Buyer,Shengavit,House,59.5,Available,5,5,1965,Not Renovated,69565.81,278.26
516,Sale,Owner,Nor Nork,House,183.6,Available,5,5,2001,Not Renovated,236256.32,945.03
517,Rent,Agent,Arabkir,House,119.1,Available,3,9,1997,Not Renovated,213236.03,852.94
524,Sale,Agent,Malatia-Sebastia,House,149.3,Available,4,6,1980,Newly Renovated,374557.33,1498.23
526,Sale,Owner,Shengavit,House,149.1,Available,6,12,1984,Not Renovated,194146.34,776.59
527,Sale,Owner,Ajapnyak,House,63.3,Available,4,11,2021,Newly Renovated,190939.75,763.76
531,Sale,Owner,Davtashen,House,62.9,Available,3,7,2018,Newly Renovated,167127.94,668.51
533,Rent,Agent,Kanaker-Zeytun,House,48.5,Available,1,8,1979,Partially Renovated,133755.3,535.02
534,Sale,Agent,Nork-Marash,House,76.9,Available,3,10,1987,Not Renovated,147827.7,591.31
537,Rent,Agent,Avan,House,86.2,Available,2,9,1980,Newly Renovated,147262.99,589.05
540,Rent,Buyer,Avan,House,31.0,Available,4,5,1982,Newly Renovated,49610.04,198.44
541,Sale,Agent,Erebuni,House,29.6,Available,6,8,1967,Not Renovated,45085.73,180.34
545,Rent,Buyer,Avan,House,57.4,Available,1,6,1999,Partially Renovated,92067.03,368.27
547,Rent,Agent,Kentron,House,136.1,Available,6,5,1989,Newly Renovated,315339.99,1261.36
549,Rent,Owner,Avan,House,75.1,Available,6,4,2021,Newly Renovated,169027.39,676.11
555,Sale,Owner,Davtashen,House,133.9,Available,5,2,2014,Newly Renovated,258816.47,1035.27
560,Rent,Owner,Davtashen,House,178.7,Available,3,9,1976,Partially Renovated,391640.58,1566.56
563,Sale,Owner,Erebuni,House,149.6,Available,4,9,1986,Newly Renovated,458992.12,1835.97
564,Rent,Agent,Kanaker-Zeytun,House,191.1,Available,1,8,1968,Partially Renovated,409520.7,1638.08
567,Sale,Agent,Nor Nork,House,44.4,Available,5,10,2012,Partially Renovated,101930.62,407.72
