property_id,deal_type,user_type,district,type_name,size_sqm,status,rooms,floor,year_built,renovation_status,estimated_saleprice,estimated_rentprice
278,Rent,Buyer,Malatia-Sebastia,House,41.0,Available,4,8,2013,Newly Renovated,120350.17,481.4
281,Rent,Agent,Nor Nork,House,42.2,Available,2,7,2007,Partially Renovated,54015.74,216.06
283,Rent,Agent,Nor Nork,House,191.6,Available,1,5,2018,Newly Renovated,472014.93,1888.06
285,Sale,Owner,Kanaker-Zeytun,House,118.7,Available,1,5,2009,Newly Renovated,166530.18,666.12
290,Rent,Agent,Avan,House,159.4,Available,4,6,2019,Newly Renovated,405893.13,1623.57
293,Rent,Buyer,Nor Nork,House,149.0,Available,4,11,2012,Partially Renovated,332572.29,1330.29
297,Rent,Buyer,Kanaker-Zeytun,House,44.2,Available,2,8,2015,Partially Renovated,57796.1,231.18
300,Sale,Agent,Nork-Marash,House,158.3,Available,6,2,2000,Partially Renovated,525443.17,2101.77
301,Sale,Agent,Arabkir,House,42.8,Available,5,6,2012,Partially Renovated,80710.21,322.84
302,Sale,Owner,Nor Nork,House,63.3,Available,4,10,1968,Not Renovated,77606.38,310.43
303,Sale,Buyer,Kanaker-Zeytun,House,127.0,Available,6,2,1993,Not Renovated,248648.55,994.59
304,Sale,Buyer,Arabkir,House,148.3,Available,4,10,2022,Newly Renovated,430843.73,1723.37
306,Sale,Buyer,Avan,House,114.1,Available,3,7,1966,Newly Renovated,185215.98,740.86
308,Rent,Agent,Kanaker-Zeytun,House,148.9,Available,5,6,1965,Partially Renovated,292716.54,1170.87
309,Sale,Owner,Kentron,House,197.2,Available,6,11,1990,Not Renovated,391794.73,1567.18
310,Rent,Owner,Erebuni,House,30.0,Available,5,7,2002,Partially Renovated,49349.84,197.4
312,Rent,Buyer,Arabkir,House,25.3,Available,5,10,1986,Partially Renovated,47485.12,189.94
313,Sale,Agent,Kanaker-Zeytun,House,195.3,Available,3,8,1993,Newly Renovated,443873.17,1775.49
314,Rent,Owner,Ajapnyak,House,147.7,Available,6,6,2007,Not Renovated,245663.99,982.66
315,Rent,Owner,Kanaker-Zeytun,House,98.6,Available,4,11,1976,Partially Renovated,215915.63,863.66
319,Rent,Owner,Nor Nork,House,49.6,Available,5,6,2022,Partially Renovated,105960.41,423.84
324,Sale,Agent,Nor Nork,House,83.4,Available,1,12,1977,Newly Renovated,120324.17,481.3
327,Sale,Agent,Arabkir,House,183.0,Available,3,11,1970,Not Renovated,365387.24,1461.55
330,Rent,Agent,Erebuni,House,82.6,Available,2,2,1994,Partially Renovated,170298.47,681.19
332,Sale,Buyer,Kentron,House,148.6,Available,5,9,1990,Not Renovated,312101.17,1248.4
333,Sale,Owner,Davtashen,House,47.4,Available,3,4,1992,Partially Renovated,73476.8,293.91
334,Sale,Owner,Davtashen,House,134.3,Available,3,3,2002,Newly Renovated,275989.73,1103.96
335,Sale,Agent,Malatia-Sebastia,House,162.5,Available,1,3,1965,Newly Renovated,391135.32,1564.54
336,Sale,Buyer,Davtashen,House,74.9,Available,5,2,2009,Partially Renovated,148745.97,594.98
338,Sale,Owner,Nubarashen,House,42.7,Available,4,1,2012,Newly Renovated,89582.48,358.33
342,Sale,Owner,Nor Nork,House,129.9,Available,3,7,1995,Not Renovated,174021.46,696.09
345,Rent,Agent,Kanaker-Zeytun,House,139.3,Available,5,12,2002,Not Renovated,277316.77,1109.27
346,Sale,Owner,Kanaker-Zeytun,House,179.0,Available,6,4,2015,Newly Renovated,305871.92,1223.49
347,Rent,Buyer,Ajapnyak,House,71.6,Available,2,1,2005,Partially Renovated,160914.81,643.66
348,Rent,Agent,Kanaker-Zeytun,House,40.4,Available,6,6,2023,Not Renovated,88536.57,354.15
350,Sale,Owner,Arabkir,House,124.4,Available,1,6,1967,Partially Renovated,232127.91,928.51
352,Rent,Agent,Kanaker-Zeytun,House,88.7,Available,3,11,1992,Newly Renovated,252120.68,1008.48
353,Rent,Buyer,Malatia-Sebastia,House,157.3,Available,1,3,1973,Newly Renovated,232028.89,928.12
355,Sale,Owner,Shengavit,House,192.0,Available,4,4,1991,Not Renovated,295928.21,1183.71
356,Rent,Buyer,Nor Nork,House,173.1,Available,3,3,1975,Newly Renovated,240956.79,963.83
363,Rent,Owner,Kanaker-Zeytun,House,40.2,Available,4,9,2015,Partially Renovated,72480.14,289.92
366,Sale,Agent,Nor Nork,House,60.7,Available,3,2,2014,Partially Renovated,93689.8,374.76
367,Rent,Owner,Malatia-Sebastia,House,42.6,Available,5,5,2012,Partially Renovated,99327.41,397.31
372,Sale,Owner,Nubarashen,House,112.3,Available,1,11,2008,Newly Renovated,186789.97,747.16
373,Sale,Owner,Davtashen,House,141.6,Available,5,1,2000,Partially Renovated,322478.76,1289.92
375,Sale,Owner,Nor Nork,House,37.2,Available,1,1,2005,Newly Renovated,61512.4,246.05
376,Sale,Agent,Arabkir,House,117.4,Available,2,10,1973,Newly Renovated,195865.15,783.46
384,Sale,Buyer,Kanaker-Zeytun,House,39.1,Available,6,10,1980,Not Renovated,57313.89,229.26
385,Sale,Buyer,Kanaker-Zeytun,House,188.6,Available,4,6,1987,Newly Renovated,397204.38,1588.82
386,Rent,Owner,Nor Nork,House,185.0,Available,1,6,1989,Newly Renovated,515331.45,2061.33
387,Sale,Agent,Kentron,House,128.9,Available,1,7,2016,Newly Renovated,350287.33,1401.15
388,Sale,Agent,Malatia-Sebastia,House,176.8,Available,2,11,2000,Partially Renovated,223512.74,894.05
390,Sale,Agent,Nor Nork,House,57.4,Available,4,8,1967,Partially Renovated,149077.62,596.31
392,Sale,Buyer,Malatia-Sebastia,House,96.6,Available,1,7,2017,Newly Renovated,220119.37,880.48
400,Sale,Buyer,Arabkir,House,178.3,Available,1,1,2022,Newly Renovated,421982.35,1687.93
403,Rent,Agent,Arabkir,House,184.7,Available,6,10,1976,Not Renovated,229187.85,916.75
404,Rent,Buyer,Shengavit,House,157.2,Available,6,11,1992,Partially Renovated,375591.34,1502.37
407,Rent,Agent,Malatia-Sebastia,House,192.2,Available,4,1,1965,Not Renovated,195526.71,782.11
408,Rent,Agent,Ajapnyak,House,153.5,Available,6,4,1980,Not Renovated,170063.47,680.25
415,Rent,Buyer,Kanaker-Zeytun,House,47.7,Available,4,7,2006,Newly Renovated,81783.84,327.14
417,Rent,Owner,Erebuni,House,110.1,Available,2,8,2019,Partially Renovated,235410.99,941.64
418,Rent,Owner,Arabkir,House,61.2,Available,4,10,2014,Not Renovated,102210.89,408.84
421,Rent,Buyer,Kentron,House,51.1,Available,4,2,2022,Newly Renovated,121634.29,486.54
422,Rent,Buyer,Kentron,House,142.8,Available,5,4,1991,Not Renovated,150211.55,600.85
423,Rent,Owner,Nor Nork,House,77.8,Available,6,4,2012,Newly Renovated,144214.75,576.86
424,Sale,Agent,Davtashen,House,127.0,Available,3,10,2007,Partially Renovated,238721.18,954.88
426,Rent,Agent,Avan,House,181.4,Available,1,2,1989,Newly Renovated,418492.15,1673.97
427,Rent,Buyer,Kanaker-Zeytun,House,186.7,Available,2,5,1981,Partially Renovated,421951.78,1687.81
428,Rent,Buyer,Avan,House,74.0,Available,5,5,1983,Not Renovated,157559.92,630.24
429,Rent,Agent,Nor Nork,House,52.5,Available,3,6,1987,Partially Renovated,66359.32,265.44
430,Rent,Agent,Arabkir,House,60.3,Available,2,10,2018,Partially Renovated,142573.0,570.29
431,Rent,Agent,Kanaker-Zeytun,House,80.5,Available,2,11,1996,Newly Renovated,175129.61,700.52
437,Sale,Owner,Nor Nork,House,28.5,Available,5,7,2013,Not Renovated,58964.79,235.86
439,Sale,Buyer,Arabkir,House,55.0,Available,5,8,2007,Not Renovated,114617.96,458.47
440,Rent,Owner,Malatia-Sebastia,House,32.2,Available,6,12,1976,Not Renovated,51752.57,207.01
443,Sale,Owner,Ajapnyak,House,180.7,Available,3,11,1971,Not Renovated,196533.66,786.13
444,Sale,Agent,Kanaker-Zeytun,House,95.7,Available,2,3,2017,Newly Renovated,227555.71,910.22
445,Rent,Buyer,Malatia-Sebastia,House,115.5,Available,4,8,1966,Newly Renovated,200218.02,800.87
451,Sale,Owner,Shengavit,House,153.9,Available,5,5,2013,Not Renovated,216689.43,866.76
452,Rent,Buyer,Kanaker-Zeytun,House,85.0,Available,3,10,1995,Newly Renovated,218506.68,874.03
455,Sale,Agent,Malatia-Sebastia,House,141.7,Available,2,3,2013,Not Renovated,289401.18,1157.6
456,Sale,Buyer,Malatia-Sebastia,House,179.6,Available,4,6,1980,Partially Renovated,366482.18,1465.93
458,Sale,Agent,Kentron,House,117.5,Available,3,8,2022,Partially Renovated,215207.03,860.83
459,Sale,Agent,Kanaker-Zeytun,House,163.9,Available,5,9,2017,Newly Renovated,420037.29,1680.15
460,Rent,Owner,Kentron,House,82.1,Available,1,6,1996,Newly Renovated,120665.22,482.66
461,Sale,Owner,Nor Nork,House,67.9,Available,4,1,1986,Newly Renovated,132812.58,531.25
463,Sale,Buyer,Kanaker-Zeytun,House,46.4,Available,3,9,2020,Partially Renovated,102184.91,408.74
464,Rent,Agent,Nor Nork,House,149.7,Available,3,3,1988,Partially Renovated,363197.89,1452.79
465,Rent,Buyer,Arabkir,House,111.5,Available,6,1,1977,Partially Renovated,227532.91,910.13
466,Sale,Agent,Erebuni,House,68.3,Available,1,8,2011,Newly Renovated,162085.96,648.34
468,Rent,Agent,Arabkir,House,142.3,Available,2,1,1982,Newly Renovated,225670.37,902.68
469,Rent,Owner,Kentron,House,77.5,Available,3,12,2022,Newly Renovated,130253.81,521.02
472,Rent,Owner,Avan,House,173.9,Available,1,6,2010,Partially Renovated,366821.28,1467.29
474,Rent,Owner,Kanaker-Zeytun,House,120.8,Available,2,7,2003,Partially Renovated,179714.33,718.86
478,Rent,Buyer,Nor Nork,House,126.7,Available,4,1,2021,Not Renovated,236136.89,944.55
486,Sale,Buyer,Davtashen,House,141.8,Available,3,5,1969,Newly Renovated,292314.62,1169.26
487,Sale,Agent,Erebuni,House,110.2,Available,2,4,1990,Newly Renovated,271761.26,1087.05
488,Sale,Owner,Kentron,House,64.9,Available,6,10,1983,Newly Renovated,163931.64,655.73
491,Rent,Buyer,Kanaker-Zeytun,House,25.0,Available,2,1,1986,Not Renovated,43239.73,172.96
493,Sale,Buyer,Malatia-Sebastia,House,136.2,Available,2,7,1968,Newly Renovated,247563.25,990.25
496,Rent,Owner,Malatia-Sebastia,House,95.2,Available,3,5,1966,Not Renovated,134302.43,537.21
497,Rent,Agent,Davtashen,House,62.9,Available,1,5,1976,Not Renovated,101200.2,404.8
501,Rent,Owner,Malatia-Sebastia,House,78.0,Available,2,6,1967,Newly Renovated,151972.4,607.89
502,Rent,Agent,Kanaker-Zeytun,House,136.5,Available,6,11,1971,Partially Renovated,210159.51,840.64
506,Rent,Agent,Kanaker-Zeytun,House,139.2,Available,2,8,1965,Not Renovated,149853.69,599.41
508,Sale,Buyer,Kanaker-Zeytun,House,42.2,Available,5,8,2001,Not Renovated,79864.44,319.46
511,Rent,Owner,Malatia-Sebastia,House,197.0,Available,1,12,1991,Partially Renovated,412756.37,1651.03
512,Rent,Owner,Erebuni,House,98.2,Available,1,4,2001,Newly Renovated,189246.67,756.99
516,Sale,Owner,Nork-Marash,House,143.1,Available,5,8,2019,Newly Renovated,262406.19,1049.62
517,Rent,Agent,Kanaker-Zeytun,House,123.5,Available,2,4,1994,Not Renovated,257950.47,1031.8
518,Sale,Buyer,Kanaker-Zeytun,House,159.2,Available,3,10,1996,Newly Renovated,319183.62,1276.73
519,Sale,Owner,Arabkir,House,152.1,Available,3,10,1987,Newly Renovated,288624.72,1154.5
520,Sale,Agent,Erebuni,House,78.5,Available,2,2,2003,Newly Renovated,140787.38,563.15
521,Rent,Owner,Avan,House,139.3,Available,2,9,2019,Not Renovated,229637.69,918.55
522,Sale,Agent,Arabkir,House,153.4,Available,6,9,1967,Partially Renovated,208040.33,832.16
526,Sale,Agent,Kanaker-Zeytun,House,107.3,Available,2,2,1990,Partially Renovated,242697.88,970.79
527,Sale,Owner,Nor Nork,House,127.5,Available,1,11,2014,Partially Renovated,232666.85,930.67
529,Sale,Agent,Malatia-Sebastia,House,154.7,Available,4,1,2004,Not Renovated,279504.82,1118.02
530,Rent,Buyer,Arabkir,House,51.3,Available,3,11,1997,Partially Renovated,122400.75,489.6
532,Sale,Owner,Ajapnyak,House,120.3,Available,4,7,1988,Partially Renovated,181522.43,726.09
535,Rent,Owner,Avan,House,42.1,Available,3,10,2014,Newly Renovated,93484.27,373.94
536,Rent,Owner,Kentron,House,139.5,Available,6,4,1973,Partially Renovated,255238.78,1020.96
540,Rent,Owner,Kanaker-Zeytun,House,180.1,Available,5,5,1999,Not Renovated,333789.99,1335.16
542,Sale,Agent,Kanaker-Zeytun,House,153.0,Available,2,9,2018,Newly Renovated,392970.39,1571.88
543,Rent,Buyer,Kentron,House,125.0,Available,4,5,1969,Newly Renovated,380706.17,1522.82
545,Rent,Agent,Nor Nork,House,49.6,Available,3,6,2023,Partially Renovated,68703.32,274.81
547,Rent,Buyer,Ajapnyak,House,87.1,Available,1,9,2004,Partially Renovated,122765.59,491.06
549,Sale,Buyer,Kanaker-Zeytun,House,139.8,Available,2,9,1968,Not Renovated,187841.94,751.37
551,Rent,Buyer,Davtashen,House,69.5,Available,3,5,1991,Partially Renovated,164761.22,659.04
552,Rent,Buyer,Kanaker-Zeytun,House,122.2,Available,1,5,1969,Not Renovated,163876.69,655.51
553,Rent,Agent,Shengavit,House,52.6,Available,5,5,1981,Partially Renovated,67327.28,269.31
556,Rent,Agent,Kanaker-Zeytun,House,116.7,Available,3,6,1973,Partially Renovated,252682.83,1010.73
558,Rent,Agent,Kanaker-Zeytun,House,141.1,Available,2,12,2000,Partially Renovated,269889.32,1079.56
559,Rent,Agent,Ajapnyak,House,139.3,Available,5,7,2012,Newly Renovated,322543.73,1290.17
560,Rent,Owner,Malatia-Sebastia,House,198.5,Available,1,11,2023,Partially Renovated,306510.73,1226.04
567,Rent,Owner,Arabkir,House,93.3,Available,4,1,2019,Partially Renovated,190254.1,761.02
570,Rent,Owner,Kanaker-Zeytun,House,195.0,Available,3,7,1999,Not Renovated,268658.37,1074.63
573,Rent,Buyer,Kanaker-Zeytun,House,49.1,Available,5,4,1978,Newly Renovated,112778.95,451.12
575,Rent,Agent,Kanaker-Zeytun,House,86.1,Available,6,2,1979,Not Renovated,109194.44,436.78
578,Sale,Owner,Erebuni,House,47.1,Available,6,4,1984,Not Renovated,70252.84,281.01
579,Rent,Agent,Nor Nork,House,122.3,Available,3,9,1982,Newly Renovated,214578.93,858.32
580,Rent,Agent,Avan,House,128.9,Available,2,7,1973,Not Renovated,324066.1,1296.26
581,Sale,Buyer,Arabkir,House,136.5,Available,6,5,2017,Partially Renovated,194102.98,776.41
